Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
Pikatza-Huerga A.; Almeida A.; Quirós R.; Legarreta M.J.; Zulaika U.; Mestre D.; García-Gutiérrez S.,"Pikatza-Huerga, Amaia (59718568500); Almeida, Aitor (13006716300); Quirós, Raúl (56506828200); Legarreta, María José (57189714687); Zulaika, Unai (57209293630); Mestre, Daniela (55820675400); García-Gutiérrez, Susana (36713196900)",59718568500; 13006716300; 56506828200; 57189714687; 57209293630; 55820675400; 36713196900,Machine learning using PROFUND components for 30-day readmission prediction in multimorbid patients: a prospective multicentre study,2026,Scientific Reports,16,1,21996,,,0,10.1038/s41598-026-51343-y,https://www.scopus.com/pages/publications/105044613209?origin=resultslist,"Early hospital readmission in multimorbid patients remains a major clinical challenge. Although risk stratification tools are widely used, predictive performance is often limited. The PROFUND index captures frailty, functional dependence, and social vulnerability, but its role in predicting 30-day readmission is unclear. In this prospective multicentre cohort study, multimorbid patients admitted to Internal Medicine and Geriatrics departments were followed after discharge. The primary outcome was unplanned 30-day readmission among patients surviving to 30 days. Models based on PROFUND components were developed using logistic regression and gradient boosting, including a calibrated ensemble model, and compared with LACE and HOSPITAL scores. Performance was assessed in an external validation cohort. Among 435 patients included in the readmission analysis, 14% were readmitted within 30 days. In external validation, discrimination remained modest (AUC 0.52–0.59). The ensemble XGBoost model achieved the highest AUC (0.59), followed by XGBoost (0.58), HOSPITAL (0.54), and LACE (0.52). Differences were incremental. SHAP analysis identified cognitive impairment, anaemia, advanced age, heart failure severity, functional dependence, and limited caregiver support as key contributors. Incorporating frailty, functional, and social vulnerability domains through PROFUND components resulted in only modest improvements in 30-day readmission prediction. Even with machine learning, discrimination remained limited. The observed performance likely reflects both the intrinsic complexity of short-term readmission and the constraints imposed by sample size and available predictors. © The Author(s) 2026.",,"Aged; Aged, 80 and over; Boosting Machine Learning Algorithms; Classification Algorithms; Female; Frailty; Humans; Machine Learning; Male; Multimorbidity; Patient Readmission; Prediction Algorithms; Predictive Learning Models; Prospective Studies; Risk Assessment; Risk Factors; aged; boosting machine learning algorithm; classification algorithm; clinical trial; female; frailty; hospital readmission; human; machine learning; male; multicenter study; multiple chronic conditions; prediction algorithm; predictive learning (machine learning); prospective study; risk assessment; risk factor; very elderly",Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105044613209
Hobbs M.,"Hobbs, Marlene (57370617400)",57370617400,Technogeographies of care work: Negotiating automation in eldercare institutions from immediacy to intimacy,2026,Digital Geography and Society,11,,100189,,,0,10.1016/j.diggeo.2026.100189,https://www.scopus.com/pages/publications/105047980188?origin=resultslist,"Automation in German eldercare institutions is reshaping how care work is organized by reconfiguring its spatial and temporal conditions. Debates on care automation are frequently organized around the ideal of immediacy. Digitalization strategies in Germany promote the use of new software and assistive technologies to streamline care amid labor shortages and rising demands for care. This article asks how immediate care is produced in eldercare institutions through technology. Drawing on ethnographic research in nursing homes and assisted living facilities, the article foregrounds how care workers and technologies participate in configuring what counts as ‘immediate’ and ‘good’ care. The article traces how care workers appropriate, adjust, or resist digital systems and devices, thereby producing new kinds of immediacies within institutional settings. In doing so, the article shifts attention from immediacy to intimacy, showing how technologies participate in the ongoing negotiation of proximity and distance in care work. Building on feminist care scholarship and Science and Technology Studies, the article reworks digitized eldercare as a situated socio-technical practice in which care workers actively negotiate flexibility, proximity, and intimacy. A spatial perspective on the micropolitics of these processes expands previous elaborations on care and technology. By shifting the analytical focus from immediacy to intimacy, the article offers a new perspective on how ‘good‘care is enacted in increasingly automated institutional spaces. © 2026 The Author. Published by Elsevier Ltd. This is an open access article under the CC BY license. http://creativecommons.org/licenses/by/4.0/",Automation; Care work; Immediacy; Institution; Intimacy; Technology,,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105047980188
Holloway J.; Gans D.; Akram N.; O’Brien D.; Vincent A.; Johnson L.; Mustafa Y.; Sayeed O.; Tan Z.S.,"Holloway, Jeremy (57271860600); Gans, Daphna (14028358900); Akram, Nadia (57222318843); O’Brien, Devon (60576058400); Vincent, Alesha (60680464000); Johnson, Loveth (60679468400); Mustafa, Yasmine (58548506900); Sayeed, Owais (58749984700); Tan, Zaldy S. (7201599615)",57271860600; 14028358900; 57222318843; 60576058400; 60680464000; 60679468400; 58548506900; 58749984700; 7201599615,Lessons learned from an intergenerational health promotion program focused on virtual community engagement,2026,Discover public health,23,1,844,,,0,10.1186/s12982-026-02075-x,https://www.scopus.com/pages/publications/105041056503?origin=resultslist,"Social isolation and loneliness remain persistent issues among older adults, par- ticularly those living with Alzheimer’s disease and related dementias (ADRD), who face additional barriers to meaningful social engagement. At the same time, underrepresented university students often report limited opportunities to participate in community-centered learning experiences, which can reduce aca- demic engagement and increase vulnerability to depression, substance use, and other stress-related challenges. Intergenerational programs such as Virtual Time- Out@UCLA intentionally address both needs by pairing college students with older adults living with ADRD for structured, dementia-focused weekly ses- sions. Program evaluation data were collected through student surveys, including the 20-item Dementia Attitudes Scale (DAS), a self-rated confidence measure assessing comfort in working with older adults, and semi-structured inter- views with caregivers. In semi-structured interviews, caregivers partici- pating in Virtual TimeOut@UCLA reported clear benefits for the individuals living with Alzheimer’s disease and related dementias and stated that they would recommend the program to others. Student participants reported more pos- itive attitudes toward persons living with dementia and greater confi- dence in interacting with older adults. Although larger studies, particularly within populations vulnerable to social isolation, are needed to corroborate these findings and examine care-related outcomes, the results suggest that Virtual TimeOut@UCLA may strengthen community connection and enhance resiliency through intergenerational engagement. © The Author(s) 2026.",Intergenerational; Motivation; Older adults; Program evaluation; Social isolation,adult; aged; Article; caregiver; college student; community; dementia; engagement; female; health promotion; human; learning; loneliness; male; motivation; program evaluation; semi structured interview; social engagement; social isolation; substance use; university student; virtual community engagement; vulnerability,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105041056503
Wang J.; Liu Y.; Zhang G.; Yin Y.; Li Y.; Li Y.; Niu S.; Ding Y.; Xing Y.; Li X.,"Wang, Jing (59292681600); Liu, Ying (58949907600); Zhang, Ge (60599339300); Yin, Yueheng (57216209699); Li, Yueyan (59961989800); Li, Yaxin (58308655400); Niu, Shuzhen (57219903696); Ding, Yaping (57202922972); Xing, Ying (57202926954); Li, Xianwen (35102860900)",59292681600; 58949907600; 60599339300; 57216209699; 59961989800; 58308655400; 57219903696; 57202922972; 57202926954; 35102860900,"Spatio-temporal evolution characteristics, challenges and future perspectives of intelligent health eldercare industry development in China: a spatial analysis and policy text mining from 1982 to 2024",2026,BMC Health Services Research,26,1,570,,,0,10.1186/s12913-026-14310-x,https://www.scopus.com/pages/publications/105036696973?origin=resultslist,"Background: Intelligent eldercare has positive implications for maintaining social networks and improving the quality of life. The study aimed to examine spatio-temporal evolution characteristics of intelligent eldercare development in China, and provide recommendations for sustainable development. Methods: Enterprise information was available from the TianYanCha website, and spatial analysis was employed to analyse the spatio-temporal evolution characteristics. We obtained policy documents from official websites and the PKULAW Database, and established a three-dimensional analytical framework to investigate structural characteristics of the policy system. Results: A total of 4689 enterprises and 81 policy documents were included. The number of newly added enterprises per year showed an increasing trend. The kernel density analysis revealed that the distribution of enterprises has evolved from the core-area agglomeration structure to a multi-core distribution spreading to the surrounding areas. The distribution direction of enterprises was in the “Northeast-Southwest” direction. Hotspot areas and high-high cluster areas showed a trend of decreasing first and then increasing, and were concentrated in the central and eastern regions overall, indicating that there was a dense distribution of intelligent eldercare enterprises in these areas. Policy analysis indicated a disproportionate internal structure. The items with the largest proportion across each dimension are supply-side policy instruments (50.63%), product development and service supply (27.85%), and government departments (31.30%). Conclusions: The development of intelligent eldercare enterprises showed an upward trend from 1982 to 2024, but the spatial distribution displayed regional imbalances. Intelligent eldercare enterprises were densely distributed in the central and eastern regions overall. Subsequent policies should balance the allocation of policy instruments and policy objectives, encourage the construction of cross-regional cooperation, and facilitate the sustained development of the industry. © The Author(s) 2026.",Artificial intelligence; Intelligent eldercare; Policy analysis; Spatio-temporal analysis,China; Data Mining; Health Services for the Aged; Humans; Industrial Development; Intelligent Systems; Spatio-Temporal Analysis; article; artificial intelligence; controlled study; data base; evolution; human; product development; quality of life; social network; spatial analysis; spatiotemporal analysis; sustainable development; China; data mining; elderly care; industrialization; smart device; spatiotemporal analysis,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105036696973
Vedu S.Z.P.; Alzahrani A.S.; Alhammad S.,"Vedu, Shabana Ziyad Puthu (60715696100); Alzahrani, Amal Saleh (57219756909); Alhammad, Sarah (58072111100)",60715696100; 57219756909; 58072111100,Overview of biosensors for seizure alert system in Alzheimer’s disease patients in a smart home,2026,Discover Internet of Things,6,1,83,,,0,10.1007/s43926-026-00348-0,https://www.scopus.com/pages/publications/105043295336?origin=resultslist,"Alzheimer’s disease, a commonly prevalent neurological disorder in elderly patients, causes a cognitive decline in memory and as the disease progresses impacts patient’s daily activities. Alzheimer’s is one of the most grueling neurological diseases which can significantly change and impact patient’s life. A strong correlation between Epilepsy and Alzheimer’s disease was proved by eminent researchers over the past decades. Epilepsy may be prevalent in Alzheimer’s disease patients from the early stages of disease condition. Medical practitioners alter the dosage of anti-seizure medications on a short-term basis when there is a high risk of epilepsy in patients. Hence continuous monitoring of the patients can alert the patient’s caregiver regarding the risk of seizure attacks. An Internet of medical things framework for early warning for epileptic seizures is still a challenging issue in the field of health care as there are very few clinical datasets available. Seizure warnings in elderly patients with biosensors is a milestone in the research of Internet of Medical Things. In this scenario, an extensive review study of the biosensors that monitor and measure biomarkers for detection of epilepsy is indispensable. The research study indicates the challenges in seizure detection in Alzheimer’s disease patients and identifies it as a promising area for future research. The paper includes recommended architecture for IoMT framework for an epilepsy alert system for Alzheimer’s disease patients. © The Author(s) 2026.",Alzheimer’s disease; Biosensors; Epilepsy; Health care; Internet of Medical Things; SDG – Good health and wellbeing; Wearable devices,Neurodegenerative diseases; Neurophysiology; Patient monitoring; Wearable technology; Alert systems; Alzheimer; Alzheimer’s disease; Epilepsy; Internet of medical thing; Neurological disorders; SDG – good health and wellbeing; Smart homes; Wearable devices; Wellbeing; Health care,Review,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-105043295336
Shankar R.; Ong R.C.L.; Yee E.; Duraisamy R.; Ho B.C.Y.; Sim R.; Kuah C.W.K.; Ong P.L.,"Shankar, Ravi (58686495100); Ong, Ruth Choo Li (60804219600); Yee, Emily (59917402500); Duraisamy, Ramesh (60803834300); Ho, Benedict Chung Yin (60803645000); Sim, Rena (60804219700); Kuah, Christopher Wee Keong (26321677700); Ong, Poo Lee (57213153126)",58686495100; 60804219600; 59917402500; 60803834300; 60803645000; 60804219700; 26321677700; 57213153126,"Feasibility, acceptability, and functional outcomes of a home-based exergaming telerehabilitation program for adults with functional disabilities: a multi-center single-arm pilot study",2026,Journal of NeuroEngineering and Rehabilitation,23,1,246,,,0,10.1186/s12984-026-02055-x,https://www.scopus.com/pages/publications/105048121165?origin=resultslist,"Background: Community-based rehabilitation services face significant challenges including limited access, poor exercise adherence, and resource constraints. Telerehabilitation using gamified exergaming platforms offers a promising solution to extend rehabilitation services into home settings while maintaining patient engagement. Objective: This multi-center single-arm pilot study evaluated the feasibility, acceptability, and preliminary efficacy signals of a caregiver-supported, home-based telerehabilitation program comprising 30 days of active home use within an 18-week protocol, using the EvolvRehab gamified exergaming platform among community-dwelling adults with functional limitations who were receiving outpatient rehabilitation in Singapore. Methods: Ten participants (mean age: 64.6 years, SD 8.5, range 48–78) were recruited from three community rehabilitation sites: Handicaps Welfare Association Day Rehabilitation Centre, Home Nursing Foundation, and Ren Ci Hospital Day Rehabilitation Centre. Participants underwent an 18-week protocol comprising onboarding, a 30-day period of active home-based telerehabilitation with therapist-prescribed daily exercises and remote monitoring, and follow-up. A primary caregiver was present during all home sessions to assist with device setup, supervise exercise, and support fall prevention. Functional outcomes were assessed at baseline (Week 0), post-intervention (Week 8), and follow-up (Week 18) using the Modified Barthel Index (MBI), Short Physical Performance Battery (SPPB), Berg Balance Scale (BBS), grip strength, and EQ-5D-5 L. System usability and patient-reported outcomes were evaluated using the System Usability Scale (SUS) and a non-validated custom questionnaire, the latter analysed as exploratory data. Results: Mean exercise compliance was 80.6%, with participants exercising an average of 23.97 min daily. Within-group improvements from baseline to Week 18 follow-up were observed in MBI (75.8 to 81.2, p = 0.019), BBS (33.3 to 38.0, p = 0.037), and right-hand grip strength (15.1 to 18.0 kg, p = 0.005). SPPB improved at the post-intervention assessment (5.2 to 6.2, p = 0.015), but this change was not sustained at the Week 18 follow-up relative to baseline (6.4, p = 0.104). EQ-5D-5 L descriptive sum scores decreased (indicating reduced symptom burden) from 11.6 at baseline to 8.5 at Week 8 (p = 0.002; FDR-adjusted p = 0.048) and 8.7 at Week 18; EQ-VAS scores increased from 66.9 at baseline to 80.9 at Week 18 (p = 0.022). As an uncontrolled single-arm study, these findings represent preliminary efficacy signals rather than evidence of effectiveness, and require confirmation in controlled trials. The mean SUS score was 67.75, indicating marginal acceptability. Patient-reported outcomes showed high engagement with the gamified exercises, though concerns about cost were noted. No falls or adverse events were reported in this selected sample under caregiver-supported conditions. Conclusions: Gamified caregiver-supported telerehabilitation using the EvolvRehab platform appeared feasible and acceptable among community-dwelling adults with functional limitations, and was associated with within-group functional outcome signals. High compliance rates and the absence of adverse events under caregiver-supported conditions support the conduct of larger controlled trials, though the uncontrolled single-arm design precludes conclusions about effectiveness, and usability refinements and cost considerations require attention for scalability. © The Author(s) 2026.",Balance training; Community rehabilitation; Exergaming; Feasibility study; Functional disabilities; Gamification; Telerehabilitation,Aged; Exergaming; Feasibility Studies; Female; Home Care Services; Humans; Male; Middle Aged; Neurological Rehabilitation; Patient Acceptance of Health Care; Persons with Disabilities; Pilot Projects; Telerehabilitation; Treatment Outcome; Video Games; aged; clinical trial; disabled person; exergaming; feasibility study; female; home care; human; male; middle aged; multicenter study; neurorehabilitation; patient attitude; pilot study; procedures; rehabilitation; telerehabilitation; treatment outcome; video game,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105048121165
Lillekroken D.; Hessevaagbakke E.E.; Grov E.K.; Hansen L.S.; Hovland O.J.; Indregard A.-M.R.; Lindeflaten K.; Röhrl K.; Strømstad A.; Torbjørnsen A.C.V.; Øygarden A.-M.U.; Tørris C.; Bjørnnes A.K.,"Lillekroken, Daniela (56768233100); Hessevaagbakke, Eva Elisabeth (36674983100); Grov, Ellen Karine (8889218000); Hansen, Lene Strandberg (60556030000); Hovland, Olav Johannes (56538554200); Indregard, Anne-Marthe Rustad (55255202600); Lindeflaten, Katrin (57212475521); Röhrl, Kari (57199331810); Strømstad, André (60556080500); Torbjørnsen, Astrid Cathrine Vik (38962283000); Øygarden, Anne-Martha Utne (57537492400); Tørris, Christine (55580833500); Bjørnnes, Ann Kristin (57079105800)",56768233100; 36674983100; 8889218000; 60556030000; 56538554200; 55255202600; 57212475521; 57199331810; 60556080500; 38962283000; 57537492400; 55580833500; 57079105800,Navigating new pathways – healthcare personnel’s experiences transitioning from traditional nursing homes to the dementia village care model in Norway,2026,BMC Health Services Research,26,1,409,,,0,10.1186/s12913-026-14223-9,https://www.scopus.com/pages/publications/105034666393?origin=resultslist,"Background: The global rise in dementia has led to growing interest in care models that promote autonomy, dignity, and well-being for people living with dementia. In response, dementia villages, pioneered in the Netherlands, have emerged as innovative alternatives to traditional nursing homes, integrating daily life routines with secure, dementia-friendly environments. Norway has followed and established dementia villages in four municipalities. Despite the innovative appeal of dementia villages, little is known about their impact on healthcare personnel’s care activities. This study aims to explore healthcare personnel’s experiences transitioning from traditional nursing homes to the dementia village care model in Norway. Methods: The study employs an explorative-descriptive research design. Ten focus group interviews, involving a total of 53 healthcare personnel employed at two dementia villages, were conducted between October and November 2024. The data were analysed using qualitative inductive content analysis. The study is reported following the Consolidated Criteria for Reporting Qualitative Research (COREQ). Results: The data analysis revealed that healthcare personnel viewed their experiences working in dementia villages as opportunities for professional growth, innovation, and adaptation to a new care environment. This perspective is captured in three overarching categories: (i) Adaptation in a new care environment; (ii) Managing residents’ increased freedom of movement; and (iii) Development of the caregiver role within DVs. Together, these categories illustrate a shift away from traditional models of dementia care toward more flexible and person-centred approaches, in which healthcare personnel, despite challenges, adapt their roles and practices to meet residents’ individual needs through innovative and creative caregiving solutions. Conclusion: This study provides a nuanced understanding of how healthcare personnel experience their evolving roles within dementia villages. While the dementia village model supports resident autonomy, healthcare personnel reported several challenges in balancing the opportunities of person-centred care within a new physical environment. To fully realise the potential of dementia villages, caregiving roles must be supported through tailored training, appropriate staffing, and opportunities for professional growth that preserve staff identity and competence. © The Author(s) 2026.",Dementia; Dementia villages; Focus groups; Healthcare personnel; Nursing homes; Person-centred care; Qualitative content analysis,Attitude of Health Personnel; Dementia; Female; Focus Groups; Health Personnel; Humans; Male; Norway; Nursing Homes; Qualitative Research; dementia; female; health care personnel; health personnel attitude; human; information processing; male; Norway; nursing home; organization and management; psychology; qualitative research; therapy,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105034666393
Weisser A.; Öhl N.; Mahlein A.-K.; Peters J.; Simon M.; Schmitt-Rüth S.; Zakreuskaya A.; Nissen M.; Eskofier B.; Ostgathe C.; Steigleder T.; Heckel M.,"Weisser, Alina (59943438900); Öhl, Natalie (58203102700); Mahlein, Ann-Kathrin (25630875100); Peters, Joachim (57211800164); Simon, Martina (57211124820); Schmitt-Rüth, Stephanie (57189522448); Zakreuskaya, Anastasiya (57211023113); Nissen, Michael (57263750600); Eskofier, Björn (26428080900); Ostgathe, Christoph (6602231667); Steigleder, Tobias (16686715900); Heckel, Maria (40361106100)",59943438900; 58203102700; 25630875100; 57211800164; 57211124820; 57189522448; 57211023113; 57263750600; 26428080900; 6602231667; 16686715900; 40361106100,"New technology must support, not restrict humaneness: a qualitative interview study on the potential influences of a new digital system on specialist palliative home care",2026,BMC Palliative Care,25,1,87,,,0,10.1186/s12904-026-02020-4,https://www.scopus.com/pages/publications/105035484973?origin=resultslist,"Background: Electronic health applications are playing an increasingly significant role in modern healthcare systems. Therefore, the European Union proposed GAIA-X - a digital ecosystem that facilitates data exchange and sovereign data usage. TEAM-X aims to implement GAIA-X in healthcare, this study focuses on palliative care. Especially in this vulnerable context, identifying opinions of prospective users during development ensures that their needs as well as objectives and principles of palliative care are met. This study aims to gather perceptions and expectations regarding digital technologies in specialist palliative home care, exemplified by a proposed system. Methods: We conducted a qualitative study using semi-structured, problem-centered interviews with employees and informal caregivers in specialist palliative home care. Participants were introduced to the conceptual TEAM-X system as well as different care scenarios as impulses for possible changes and were asked about their expectations for benefits and challenges, and requirements for such a system. Transcripts were analyzed using content structuring qualitative analysis complemented by a linguistic analysis that examined personal attitudes towards technology through language patterns. Results: Nine employees and three informal caregivers agreed to participate. Interviewees highlighted several potential benefits of the planned system, some of them addressing challenges of the current care situation, like facilitated data exchange between healthcare professionals, reduced burden on informal caregivers, and optimized care processes. Challenges included concerns about system feasibility, data handling procedures and fears that technology might compromise humaneness. Linguistic analysis revealed varying levels of technology affinity, while the relevance for care and the alignment with palliative care principles were rated mainly high. As requirements, participants emphasized the importance of maintaining humaneness in care and ensuring that technology serves as a supportive tool rather than a restrictive element. Conclusions: Despite its conceptual nature, the TEAM-X system elicited valuable user insights, identifying both benefits and critical requirements for successful implementation. Meeting the concrete and realizable derived requirements thoroughly, such as enhancing data security, maintaining human interaction, and ensuring user-friendliness, could enable the system to support specialist palliative home care effectively. Future research should validate these findings and explore implementation in diverse healthcare contexts. © The Author(s) 2026.",Digital health technology; Home care services; Linguistics; Palliative care; Qualitative research; Telemedicine,Adult; Digital Health; Female; Home Care Services; Humans; Interviews as Topic; Male; Middle Aged; Palliative Care; Qualitative Research; adult; aged; Article; attitude; care provider expectation; caregiver burden; clinical significance; digital health technology; digital system; employee; female; health care personnel; home care; human; human relation; humaneness; informal caregiver; information processing; linguistic analysis; male; methodology; middle aged; palliative therapy; perception; process optimization; program feasibility; qualitative analysis; qualitative research; semi structured interview; specialist palliative home care; technology; digital health; interview; procedures,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105035484973
Falzarano F.B.; Greenfield A.; Saviano S.C.; Kolla S.; Korian S.; Osso F.; Miller J.; Maciejewski P.K.; Whitson H.E.; Prigerson H.G.,"Falzarano, Francesca B. (57192013063); Greenfield, Annabelle (59902984800); Saviano, Sydney C. (60593145700); Kolla, Sindhu (60240540700); Korian, Sosi (59341849500); Osso, Francesco (58974977700); Miller, Joseph (60593212400); Maciejewski, Paul K. (7005036727); Whitson, Heather E. (6506179090); Prigerson, Holly G. (7007048974)",57192013063; 59902984800; 60593145700; 60240540700; 59341849500; 58974977700; 60593212400; 7005036727; 6506179090; 7007048974,Living Memory Home for Dementia Care Pairs (LMH-4-DCP): study protocol for a pilot randomized trial of a web-based reminiscence intervention for family caregivers and persons with dementia,2026,Pilot and Feasibility Studies,12,1,79,,,1,10.1186/s40814-026-01781-2,https://www.scopus.com/pages/publications/105039852878?origin=resultslist,"Background: Family caregivers provide most of the emotional, physical, and logistical support for people living with Alzheimer’s disease and related dementias (ADRD). As the caregiving role intensifies with advancing illness, family caregivers navigate the cognitive and functional decline of the care recipient. They also must reconcile the shift from a mutual relationship to one of a primary caregiving role. The unique nature of ADRD makes pre-death grief highly prevalent among family caregivers. Reminiscence therapy, which uses memory prompts to evoke meaningful past experiences, has shown promise in improving psychosocial outcomes for individuals with dementia. Its potential to benefit caregivers through strengthened emotional connections, shared meaning, and mutual engagement among the dyad, however, has been largely underexplored. Guided by the Interdependence Model of Communal Coping and the Micro-Sociological Theory of Adjustment to Loss, the current study aims to assess the feasibility and acceptability of Living Memory Home for Dementia Care Pairs (LMH-4-DCP), a reminiscence-based online intervention for family caregivers and their care-recipients. Methods: This multisite pilot randomized controlled trial (RCT) will evaluate the feasibility, acceptability, and preliminary efficacy of LMH-4-DCP. Seventy ADRD family caregivers will be targeted for randomization to a 1:1 ratio to the intervention (n = 35) or attention control (n = 35) conditions and will participate for 2 weeks. Recruitment will be facilitated by the project’s two study sites located in urban metropolitan areas of the USA. Primary feasibility outcomes include recruitment, retention, and completion rates, website usability (e.g., perceived usefulness and ease of use), and intervention satisfaction. Exploratory analyses will be conducted to assess the preliminary efficacy of LMH-4-DCP in reducing pre-death grief and improving relationship quality. Outcomes will be measured using validated questionnaires at baseline and 2-week follow-up, along with semi-structured interviews with LMH-4-DCP participants. Discussion: This pilot trial will offer foundational evidence regarding the feasibility and acceptability of the LMH-4-DCP intervention. Study findings will guide intervention refinements and inform the design of a larger-scale, fully powered RCT to evaluate its efficacy in reducing pre-death grief and enhancing relationship quality among ADRD family caregivers. Trial registration: Clinicaltrials.gov: NCT06225986, Registered: January 9, 2024, ClinicalTrials.gov; https://clinicaltrials.gov/study/NCT06225986?term=living%20memory%20home&rank=1 © The Author(s) 2026.",Alzheimer’s disease and related dementias; Dementia family caregiving; Dyadic interventions; Pre-death grief; Relationship quality; Reminiscence therapy,Alzheimer disease; Article; caregiver; clinical effectiveness; controlled study; dementia; follow up; Generalized Anxiety Disorder-7; grief; human; interpersonal needs questionnaire; interpersonal support evaluation list; living memory home for dementia care pairs; lubben social network scale 6; major clinical study; memory; metropolitan area; modified computer proficiency questionnaire; multicenter study; Patient Health Questionnaire 9; pilot study; positive aspects of caregiving; preliminary data; program acceptability; program feasibility; psychosocial development; questionnaire; randomized controlled trial; reading; role captivity scale; semi structured interview; United States; urban area; usability; web-based intervention; WHOQOL-BREF; writing; zarit burden inventory,Article,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105039852878
Dantas C.; Reigada C.; Cabrita M.; Mitsis A.; Ghiță C.; Geanta M.; Villanueva F.; Nkisi-Orji I.; Hakkarainen T.; Karanasiou G.; Fotiadis D.; Carvalho A.S.; Costa E.,"Dantas, Carina (57208047101); Reigada, Carla (56062329000); Cabrita, Miriam (56040137300); Mitsis, Alexandros (58761743900); Ghiță, Cristina (60695039800); Geanta, Marius (57190185063); Villanueva, Félix (15078533400); Nkisi-Orji, Ikechukwu (57195720655); Hakkarainen, Tuukka (59343154400); Karanasiou, Georgia (55978157800); Fotiadis, Dimitris (55938920100); Carvalho, Ana Sofia (60695039900); Costa, Elísio (7402527214)",57208047101; 56062329000; 56040137300; 58761743900; 60695039800; 57190185063; 15078533400; 57195720655; 59343154400; 55978157800; 55938920100; 60695039900; 7402527214,Co-research in the development of AI and digital health tools for cancer management and care: a systematic review,2026,BMC Health Services Research,26,1,844,,,0,10.1186/s12913-026-14620-0,https://www.scopus.com/pages/publications/105042079017?origin=resultslist,"Background: Participatory approaches (including co-research, co-design, Patient and Public Involvement [PPI], and Participatory Action Research [PAR]) are increasingly being incorporated into digital health innovation. However, their application in cancer-related digital and Artificial Intelligence (AI) tool lifecycle remains insufficiently synthesised, limiting understanding of how participatory approaches influence ethical outcomes, trust, and the real-world implementation of these technologies. This review moves beyond documenting participatory approaches to critically examine how far participation extends across the AI lifecycle, and how this limits ethical and trust-related outcomes. Objective: To examine how participatory approaches are used in the lifecycle of digital and AI-based tools for cancer care, and to analyse their ethical and trust-related impacts. Methods: A systematic review was conducted following JBI methodology. Searches of PubMed, Embase, Scopus, and ScienceDirect identified studies published in English between 2010 and 2025. The inclusion criteria required empirical research reporting the participatory involvement of patients, survivors, caregivers, or public contributors in the design, development, implementation, or governance of digital or AI tool development for cancer care. Quality appraisal was performed using the CASP checklist. Data were synthesised using a meta-aggregation approach and organised into thematic domains. Results: Of 2,742 records identified, 40 studies met the inclusion criteria. The largest proportion was published in 2024. Co-design emerged as the most frequently used participatory approach, particularly in early development stages (e.g., requirements identification, content co-creation, usability testing), while participatory involvement in later stages, such as implementation, auditing, or governance, was limited. Participation centred primarily on patients/survivors and clinicians, with caregivers and policy-level stakeholders comparatively under-represented. Most studies focused on general digital health technologies such as mobile apps and telehealth, with relatively few addressing AI-specific development components such as model training, validation, or explainability. Very few studies reported explicit measurements of ethical outcomes such as trust, fairness, or transparency. Conclusions: Participatory approaches are widely referenced but remain predominantly concentrated in early design phases of digital tool development. Future research should extend co-research into later lifecycle stages, include broader stakeholder groups beyond patients and clinicians, and systematically capture ethical and trust-related outcomes. These shifts are necessary to move beyond symbolic participation toward demonstrable and equitable impact in the development of digital and AI-enabled technologies for cancer care. © The Author(s) 2026.",Artificial intelligence; Cancer; Co-research; Oncology; Participatory action research; Patient and public involvement,Artificial Intelligence; Community-Based Participatory Research; Digital Health; Humans; Neoplasms; Patient Participation; artificial intelligence; digital health; human; neoplasm; participatory research; patient participation; therapy,Review,Final,All Open Access; Gold Open Access; Green Open Access,Scopus,2-s2.0-105042079017
